coin,name,id,url,date,content,userId,followerCount,likeCount,retweetCount
#ADA,mdimis.eth,1651622633698390017,https://twitter.com/mdimis/status/1651622633698390017,2023-04-27 16:21:36+00:00,"RT @jeweler_don: Who's pumped for the next #symbiotics drop from @bccallow ?  

First drop was off the charts between @BorgClubNFT &amp; @melti…",147903772,358,0,7
#ADA,DFii ✪,1651622354835980288,https://twitter.com/DFiiNetwork/status/1651622354835980288,2023-04-27 16:20:29+00:00,Top 3 cryptocurrencies by GitHub development activity in past 30 days #Cardano #ADA  https://t.co/YQGaCZydu4,1374351876704104449,214,0,0
#ADA,StarCrypt,1651622347252862976,https://twitter.com/HitoshiHhhh/status/1651622347252862976,2023-04-27 16:20:27+00:00,"A great token with great utilities. $PLAQ

#BULLMARKET #PLAQ #AIBB #PEPE #CRYPTO #BTC  #ETH #BNB #XRP #APE #BONE #REKT #ARB #web3 #memecoins #Leash #SPACEID #DODGE #SOL #AXS #MANA #SAND #ADA #DAR #trading #ripple #binance $PEPE $BULL $BOB #FLOKI $SFUND #VOLT #SHIB https://t.co/gH7CtHOLrN",1620685037602742273,57,1,0
#ADA,CHUNK₳ 🦉,1651622215060967424,https://twitter.com/rahil_chunka/status/1651622215060967424,2023-04-27 16:19:56+00:00,"RT @YoungADA15: 🚨Attention NFT collectors and Cardano Fam🚨 

The @BlockOwls NFT mint is just a few days away! 

Don't miss out on your chan…",1410738413578317826,469,0,3
#ADA,StarCrypt,1651622114204717056,https://twitter.com/HitoshiHhhh/status/1651622114204717056,2023-04-27 16:19:32+00:00,"We believe on $PLAQ's potential

#BULLMARKET #PLAQ #AIBB #PEPE #CRYPTO #BTC  #ETH #BNB #XRP #APE #BONE #REKT #ARB #web3 #memecoins #Leash #SPACEID #DODGE #SOL #AXS #MANA #SAND #ADA #DAR #trading #ripple #binance $PEPE $BULL $BOB #FLOKI $SFUND #VOLT #SHIB https://t.co/DNViCzfPyW",1620685037602742273,57,1,0
#ADA,Cryptocurrency Price Predictions,1651622022886334464,https://twitter.com/cryptojohnsmith/status/1651622022886334464,2023-04-27 16:19:10+00:00,"✨ADA PREDICTION INDICATOR✨
Click on the link below to check the Indicator for real-time and other cryptocurrencies!
https://t.co/2KvfYcYAeL
Follow &amp; RT if you like💖

#Bitcoin #BTC #ETH #BNB #ADA #XRP #SOL #DOGE #AVAX #TRX #MATIC #Binance #prediction https://t.co/nS80WVp1F9",1264448654212919296,4507,0,0
#ADA,Kylarstern,1651621952505761792,https://twitter.com/Kylarstern2010/status/1651621952505761792,2023-04-27 16:18:53+00:00,"RT @Therealstockboy: GIVING AWAY 1 3D BADFOX
❤️ &amp; RT
Follow @Therealstockboy 
Tag 3 Friends 
get your ledger  here &amp; stay safe https://t.co…",1435911280477581316,895,0,7
#ADA,paully|BRAVE,1651621772683354120,https://twitter.com/Paulinus27/status/1651621772683354120,2023-04-27 16:18:10+00:00,"RT @PrawiraOfficial: 🎉 HYPED #ADA GIVEAWAY 🎁

Prize:
🏆5x 5 ADA ($11.3)
🏆10x Whitelist 
 
Enter 🐾
🐕Follow @MoonInuCNFT 
🐕RT+❤️
🐕Tag 3 Friend…",1564674978594832386,285,0,167
#ADA,Paul🏴󠁧󠁢󠁷󠁬󠁳󠁿,1651621767587282945,https://twitter.com/Paul23495277/status/1651621767587282945,2023-04-27 16:18:09+00:00,"RT @CryptoC_James: #MProtocol is trending in my feed!! Let's gooo!!! 
#MProtocol  #BBTF #BTC    #BNB    #XRP #ETH #ADA  #LINK #MATIC #SFM h…",1385225997147066375,648,0,10
#ADA,StarCrypt,1651621767486771203,https://twitter.com/HitoshiHhhh/status/1651621767486771203,2023-04-27 16:18:09+00:00,"This is what your looking for. A project with unique feature is $PLAQ that you need.

#PLAQ #AIBB #PEPE #CRYPTO #BTC  #ETH #BNB #XRP #APE #BONE #REKT #ARB #web3 #memecoins #Leash #SPACEID #DODGE #SOL #AXS #MANA #SAND #ADA #DAR #trading #ripple #binance $PEPE $BULL $BOB #FLOKI https://t.co/UINSojNo8Z",1620685037602742273,57,1,0
#ADA,Queen,1651621689359495168,https://twitter.com/Qofthisworld/status/1651621689359495168,2023-04-27 16:17:51+00:00,"RT @Kripto_Hood_: 🎁 #Gift &amp; #Giveaway 🎁

🏆20 #Usdt(₺400)/1 winner 🔥

⚔️Rules⚔️
1️⃣LIKE❤️- RT🔁
2️⃣Follow: @NFT_Newss
3️⃣Tag Friends

⏰36H

#…",1440967276434395141,386,0,1141
#ADA,Ernie_ J Lone Star Stake Pool-LSSP/ Earthnode Oper,1651621640457912322,https://twitter.com/lonestarstaking/status/1651621640457912322,2023-04-27 16:17:39+00:00,"RT @PetStake: 🥁We got a Winner!🥁
@Shanaia143, Congratulations!🎉🥳
DM wallet to send your new pet🐵

Thanks to all the participants!
#Cardano…",1462202028344684555,844,0,3
